title,year,length,budget,rating,votes,Action,Animation,Comedy,Drama,Documentary,Romance,Short,Genre
"Singles Ward, The",2002,102,500000,5.7,291,0,0,1,1,0,1,0,Comedy
Sinnui yauman,1987,92,5600000,7.4,1606,1,0,0,0,0,1,0,Action
Sins of Jezebel,1953,74,100000,5,9,0,0,0,1,0,0,0,Drama
Sins of the Fleshapoids,1965,40,1000,7.9,14,0,0,1,0,0,0,1,Comedy
Sirota kazanskaya,1997,82,800000,7,47,0,0,1,0,0,1,0,Comedy
"Sista vals, En",2001,14,35000,5.1,22,0,0,0,1,0,0,1,Drama
Sisters,1973,92,500000,6.8,1088,0,0,0,0,0,0,0,0
Sit and Spin,2002,20,50000,8.7,6,0,0,0,1,0,0,1,Drama
Siunin Wong Fei-hung tsi titmalau,1993,90,2000000,7.4,3173,1,0,1,0,0,0,0,Action
Six Days Seven Nights,1998,101,70000000,5.6,11112,1,0,1,0,0,1,0,Action
Six Figures Getting Sick,1966,4,0,6.3,357,0,1,0,0,0,0,1,Animation
Six-String Samurai,1998,91,2000000,6.2,1163,1,0,0,0,0,0,0,Action
Sixteen Candles,1984,93,6500000,6.9,8690,0,0,1,0,0,1,0,Comedy
"Sixth Sense, The",1999,107,55000000,8.2,96987,0,0,0,1,0,0,0,Drama
"Sjunde inseglet, Det",1957,92,150000,8.4,9622,0,0,0,1,0,0,0,Drama
"Skeleton Dance, The",1929,6,5386,8.6,137,0,1,1,0,0,0,1,Animation
Skeletons,1996,87,2200000,5.3,122,0,0,0,1,0,0,0,Drama
Skeletons in the Closet,2000,86,1500000,5.4,239,0,0,0,1,0,0,0,Drama
Skin Deep,2003,89,400000,3.8,31,1,0,1,1,0,0,0,Action
Skullduggery,1970,105,4500000,4,69,0,0,0,0,0,0,0,0
"Skulls, The",2000,106,15000000,5.3,6530,0,0,0,1,0,0,0,Drama
Sky Bandits,1986,95,18000000,3.8,29,1,0,0,0,0,0,0,Action
Sky Captain and the World of Tomorrow,2004,106,40000000,6.5,12579,1,0,0,0,0,0,0,Action
Slacker,1991,97,23000,6.7,2108,0,0,1,1,0,0,0,Comedy
Slackers,2002,86,11000000,4.7,2755,0,0,1,0,0,0,0,Comedy
Slam,1998,100,1000000,7.1,569,0,0,0,1,0,0,0,Drama
Slap Her... She's French,2002,92,10000000,4.7,811,0,0,1,0,0,0,0,Comedy
Slashers,2001,97,165000,5.2,213,0,0,0,0,0,0,0,0
"Slaughter Rule, The",2002,112,500000,6,356,0,0,0,1,0,0,0,Drama
Sledgehammer,1983,87,40000,3.7,24,0,0,0,0,0,0,0,0
Sleepaway Camp,1983,84,350000,5.3,1104,0,0,0,0,0,0,0,0
Sleeper,1973,89,2000000,7.4,5571,0,0,1,0,0,0,0,Comedy
Sleepers,1996,147,44000000,7,17896,0,0,0,1,0,0,0,Drama
Sleeping Beauty,1959,75,6000000,7.4,5843,0,1,0,0,0,1,0,Animation
"Sleeping Dictionary, The",2003,109,12000000,6.1,696,0,0,0,1,0,1,0,Drama
Sleepless in Seattle,1993,105,21000000,6.7,19224,0,0,1,1,0,1,0,Comedy
Sleepover,2004,89,10000000,4.1,733,0,0,1,0,0,0,0,Comedy
Sleepwalk,2000,98,100000,5.7,48,0,0,0,1,0,0,0,Drama
Sleepwalker,1993,2,15000,1.5,6,0,0,0,0,0,0,1,Short
Sleepy Hollow,1999,105,65000000,7.4,38857,0,0,0,0,0,0,0,0
"Slog Movie, The",1982,59,5000,8,5,0,0,0,0,1,0,0,Documentary
"Slumber Party Massacre, The",1982,77,250000,4.4,482,0,0,0,0,0,0,0,0
Slums of Beverly Hills,1998,92,5000000,6.4,2914,0,0,1,1,0,0,0,Comedy
Small Soldiers,1998,110,40000000,5.8,6938,1,0,1,0,0,0,0,Action
Small Time Crooks,2000,94,18000000,6.5,6218,0,0,1,0,0,1,0,Comedy
"Smile Like Yours, A",1997,98,18000000,4.5,348,0,0,1,0,0,1,0,Comedy
Smilla's Sense of Snow,1997,120,35000000,6.3,3722,1,0,0,1,0,0,0,Action
Smoke,1995,112,7000000,7.4,8111,0,0,1,1,0,0,0,Comedy
Smoke Signals,1998,88,2000000,7.2,2665,0,0,1,1,0,0,0,Comedy
Smokin' Stogies,2001,98,280000,4.6,34,0,0,0,0,0,0,0,0
Snackers,2004,10,13000,7,9,0,0,1,0,0,0,1,Comedy
Snake Eyes,1998,98,73000000,5.7,12091,0,0,0,0,0,0,0,0
Snatch.,2000,102,10000000,7.9,44785,0,0,1,0,0,0,0,Comedy
"Snell Show, The",2003,8,6000,9.2,15,0,0,1,0,0,0,1,Comedy
Snitch,1998,90,11000000,6.2,412,1,0,0,1,0,0,0,Action
Snow Day,2000,89,13000000,4.6,1645,0,0,1,0,0,1,0,Comedy
Snow Dogs,2002,99,35000000,5.1,2379,0,0,1,0,0,0,0,Comedy
Snow Falling on Cedars,1999,127,36000000,6.7,4536,0,0,0,1,0,0,0,Drama
Snow White and the Seven Dwarfs,1937,83,1488000,7.8,14341,0,1,0,1,0,0,0,Animation
Snow White and the Three Stooges,1961,107,3500000,4.1,174,0,0,1,0,0,0,0,Comedy
So Ends Our Night,1941,122,401000,7.2,44,0,0,0,0,0,0,0,0
Social Intercourse,1998,90,15000,4.8,81,0,0,1,0,0,0,0,Comedy
Soft for Digging,2001,74,6000,6.1,73,0,0,0,1,0,0,0,Drama
Soho Square,2000,79,7000,4.9,45,0,0,0,1,0,0,0,Drama
Sol Goode,2001,99,3000000,5.4,291,0,0,1,0,0,0,0,Comedy
Solar Crisis,1990,112,55000000,3.9,377,0,0,0,0,0,0,0,0
Solaris,2002,99,47000000,6.3,11808,0,0,0,1,0,1,0,Drama
Soldier,1998,98,75000000,5.2,5590,1,0,0,0,0,0,0,Action
"Soldier's Leap, The",1998,26,75000,8.3,6,0,0,1,1,0,0,1,Comedy
"Soldier, The",2003,10,3000,9.2,6,0,0,0,1,0,0,1,Drama
Soldiers Pay,2004,35,180000,7,34,0,0,0,0,1,0,1,Documentary
Soliloquy,2001,29,3000,7.2,12,0,0,1,0,0,0,1,Comedy
Soliloquy,2003,93,89000,9.2,27,0,0,1,0,0,0,0,Comedy
Solitaire for 2,1995,106,1500000,4.8,122,0,0,1,0,0,1,0,Comedy
Solitude,2005,74,5000,8.6,5,0,0,0,1,0,0,0,Drama
Solomon Bernstein's Bathroom,2000,20,35000,6.4,9,0,0,0,0,0,0,1,Short
Solomon and Sheba,1959,141,5000000,5.8,254,0,0,0,1,0,0,0,Drama
Solstice,1994,48,130000,5.1,9,0,0,0,1,0,0,0,Drama
Some Like It Hot,1959,120,2883848,8.4,25369,0,0,1,0,0,1,0,Comedy
Someone Like You...,2001,97,23000000,5.7,4249,0,0,1,0,0,1,0,Comedy
Something Weird,1967,80,35000,3.1,63,0,0,0,0,0,0,0,0
Something Wicked This Way Comes,1983,95,19000000,6.5,1302,0,0,0,0,0,0,0,0
Something to Sing About,1937,93,900000,6,80,0,0,1,0,0,0,0,Comedy
Sometimes They Come Back... Again,1996,98,3000000,2.9,630,0,0,0,0,0,0,0,0
Sometimes They Come Back... for More,1999,89,2000000,2.8,321,0,0,0,0,0,0,0,0
Somewhere in Time,1980,103,5100000,6.8,3837,0,0,0,1,0,1,0,Drama
Son,2002,125,2000000,4.2,33,0,0,1,1,0,0,0,Comedy
"Son of Kong, The",1933,70,250000,5.6,316,1,0,1,0,0,0,0,Action
Son of the Mask,2005,94,74000000,1.9,1785,1,0,1,0,0,0,0,Action
"Song Is Born, A",1948,113,2400000,7.2,278,0,0,1,0,0,0,0,Comedy
Song jia huang chao,1997,145,50000000,6.9,151,0,0,0,1,0,1,0,Drama
"Song of Bernadette, The",1943,156,2000000,7.7,671,0,0,0,1,0,0,0,Drama
Songcatcher,2000,109,1800000,7.2,927,0,0,0,1,0,0,0,Drama
Sons of Provo,2004,93,200000,4.3,35,0,0,1,0,0,0,0,Comedy
Sorcerer,1977,93,22000000,7.1,719,0,0,0,0,0,0,0,0
Sorority Babes in the Slimeball Bowl-O-Rama,1988,80,90000,4,338,0,0,1,0,0,0,0,Comedy
Sorority Boys,2002,93,12000000,5.1,2398,0,0,1,0,0,0,0,Comedy
Sorority House Vampires,1998,86,50000,1.8,83,0,0,1,0,0,0,0,Comedy
Sorte Nula,2004,85,150000,7.3,134,0,0,0,0,0,0,0,0
Soul Assassin,2001,96,7000000,4,376,1,0,0,0,0,0,0,Action
Soul Food,1997,114,7500000,6.5,1166,0,0,1,1,0,0,0,Comedy
Soul Plane,2004,92,16000000,3.2,2361,0,0,1,0,0,0,0,Comedy
Soul Survivors,2001,84,14000000,3.6,2305,0,0,0,0,0,0,0,0
"Sound of Music, The",1965,174,8200000,7.8,20641,0,0,0,1,0,0,0,Drama
South Beach,1992,93,800000,3.4,60,1,0,0,1,0,0,0,Action
South Pacific,1958,171,6000000,6.6,1387,0,0,0,0,0,1,0,Romance
South Park: Bigger Longer & Uncut,1999,81,21000000,7.6,33188,0,1,1,0,0,0,0,Animation
Space Available,2004,15,18000,9.2,11,0,0,0,1,0,0,1,Drama
"Space Between, The",2002,19,12000,4.8,12,0,0,0,0,0,0,1,Short
"Space Between, The",2004,60,1500,5.4,12,0,0,0,0,0,0,0,0
Space Cowboys,2000,130,65000000,6.4,11887,0,0,0,1,0,0,0,Drama
Space Jam,1996,87,80000000,5.2,7995,0,1,1,0,0,0,0,Animation
Space Truckers,1996,95,25000000,4.5,1460,0,0,1,0,0,0,0,Comedy
Space-Thing,1968,69,17500,3.5,26,0,0,1,0,0,0,0,Comedy
Spaceballs,1987,96,22700000,6.7,20054,0,0,1,0,0,0,0,Comedy
Spaced Invaders,1990,100,3000000,4.5,612,0,0,1,0,0,0,0,Comedy
Spacehunter: Adventures in the Forbidden Zone,1983,90,14400000,4.2,706,0,0,0,0,0,0,0,0
Spaceman,1997,88,50000,4.7,67,0,0,1,0,0,0,0,Comedy
Spandex: A Father's Tale,2005,21,30000,9.4,5,0,0,1,0,0,0,1,Comedy
Spanglish,2004,130,80000000,6.7,4698,0,0,1,1,0,1,0,Comedy
Spanish Judges,1999,98,3500000,4.8,178,0,0,0,1,0,0,0,Drama
Spanking the Monkey,1994,100,200000,6.5,1352,0,0,1,1,0,0,0,Comedy
Sparrows,1926,84,463455,7.4,119,0,0,0,1,0,0,0,Drama
Spartacus,1960,198,12000000,8,17084,1,0,0,1,0,1,0,Action
Spawn,1997,98,40000000,4.6,7523,1,0,0,0,0,0,0,Action
Spawn of the Slithis,1978,86,100000,2.5,87,0,0,0,0,0,0,0,0
"Specialist, The",1994,110,45000000,4.7,6602,1,0,0,1,0,0,0,Action
Species,1995,108,35000000,5.4,8963,1,0,0,1,0,0,0,Action
Speed,1994,116,28000000,7.1,32979,1,0,0,0,0,0,0,Action
Speed 2: Cruise Control,1997,121,110000000,3.3,13268,1,0,0,0,0,1,0,Action
Speedway,1968,94,1500000,4.6,239,1,0,0,0,0,0,0,Action
Speedway Junky,1999,105,1000000,5.3,469,0,0,0,1,0,0,0,Drama
Spellbound,1945,111,1696377,7.6,5108,0,0,0,1,0,1,0,Drama
Spelling Bee,2004,13,20000,8.3,15,0,0,1,0,0,0,1,Comedy
Sphere,1998,134,80000000,5.3,12990,0,0,0,0,0,0,0,0
Sphinx,1981,118,14000000,4.5,204,0,0,0,0,0,0,0,0
Spice World,1997,93,25000000,3,7710,0,0,1,0,0,0,0,Comedy
Spider,2002,94,8000000,6.8,5193,0,0,0,1,0,0,0,Drama
"Spider Baby, or The Maddest Story Ever Told",1968,81,65000,6.7,385,0,0,1,0,0,0,0,Comedy
Spider-Man,2002,121,139000000,7.4,63228,1,0,0,0,0,0,0,Action
Spider-Man 2,2004,127,200000000,7.9,40256,1,0,0,0,0,0,0,Action
Spiders,2000,95,2000000,3.2,511,0,0,0,0,0,0,0,0
Spies Like Us,1985,102,22000000,5.7,6434,0,0,1,0,0,0,0,Comedy
"Spin Cycle, The",2004,9,5300,8.8,5,0,0,0,0,0,0,1,Short
Spinal Tap: The Final Tour,1998,20,50000,6.6,5,0,0,1,0,0,0,1,Comedy
"Spirit of America, The",2001,3,60000,6,14,0,0,0,0,0,0,1,Short
"Spirit of St. Louis, The",1957,135,6000000,7.1,1007,0,0,0,1,0,0,0,Drama
Spirit: Stallion of the Cimarron,2002,86,80000000,6.4,2738,0,1,0,0,0,0,0,Animation
"Spirithunter, The",2004,115,100000,8.3,7,0,0,0,0,0,0,0,0
"Spitfire Grill, The",1996,117,6000000,6.7,2245,0,0,0,1,0,0,0,Drama
Splash,1984,111,8000000,6.3,9428,0,0,1,0,0,1,0,Comedy
Split Second,1992,90,7000000,5.3,1120,1,0,0,0,0,0,0,Action
"SpongeBob SquarePants Movie, The",2004,90,30000000,6.5,2672,0,1,1,0,0,0,0,Animation
Spook,2003,93,1000000,8.3,7,0,0,0,0,0,0,0,0
Spotless,2005,90,250000,3.9,44,1,0,0,0,0,0,0,Action
Spring Fever,1982,100,4300000,4.3,24,0,0,1,0,0,0,0,Comedy
Spring Forward,1999,110,2000000,7.1,307,0,0,0,1,0,0,0,Drama
Spudmonkey,2001,88,1100000,7.8,8,0,0,1,0,0,0,0,Comedy
Spun,2002,106,2800000,6.2,3924,0,0,1,1,0,0,0,Comedy
Spy Game,2001,126,92000000,7,16736,1,0,0,1,0,0,0,Action
Spy Hard,1996,81,18000000,4.5,4686,1,0,1,0,0,0,0,Action
Spy Kids,2001,88,35000000,6.2,7400,1,0,1,0,0,0,0,Action
Spy Kids 2: Island of Lost Dreams,2002,99,39000000,5.8,3175,1,0,1,0,0,0,0,Action
Spy Kids 3-D: Game Over,2003,84,39000000,4.7,2597,1,0,1,0,0,0,0,Action
"Spy Who Loved Me, The",1977,123,14000000,6.9,8130,1,0,0,0,0,0,0,Action
"Squaw Man, The",1914,72,15450,6.3,41,0,0,0,1,0,0,0,Drama
Squeeze,1997,102,155000,4.9,57,0,0,0,1,0,0,0,Drama
"St. Louis Kid, The",1934,67,80000,6.4,50,0,0,0,1,0,0,0,Drama
"St. Valentine's Day Massacre, The",1967,100,1000000,6.1,380,0,0,0,1,0,0,0,Drama
Stacey,1973,81,100000,5.6,12,1,0,0,1,0,0,0,Action
Stag,1997,91,3000000,5.5,305,1,0,0,1,0,0,0,Action
Stage Door,1937,92,952000,7.6,1085,0,0,0,1,0,0,0,Drama
Stagecoach,1939,96,531300,8,5646,1,0,0,1,0,1,0,Action
Stakeout on Dope Street,1958,89,35000,7,9,0,0,0,1,0,0,0,Drama
Stalag 17,1953,116,1315000,8.2,7153,0,0,0,1,0,0,0,Drama
Stand by Me,1986,89,8000000,8,30805,0,0,0,1,0,0,0,Drama
"Stand-In, The",1999,100,400000,5.6,42,0,0,0,1,0,0,0,Drama
Standalone,2005,108,245000,7.3,10,1,0,0,1,0,0,0,Action
Standing by Yourself,2002,65,1000,9.1,8,0,0,0,0,1,0,0,Documentary
Stanley,1972,108,125000,3.9,36,0,0,0,0,0,0,0,0
Stanley and Livingstone,1939,101,2000000,7.2,175,0,0,0,1,0,0,0,Drama
"Star Is Born, A",1937,111,1173639,7.5,687,0,0,0,1,0,0,0,Drama
"Star Is Born, A",1954,176,5019770,7.7,1856,0,0,0,1,0,0,0,Drama
"Star Is Born, A",1976,139,6000000,5,755,0,0,0,1,0,1,0,Drama
Star Kid,1997,101,12000000,5,269,0,0,0,0,0,0,0,0
Star Trek III: The Search for Spock,1984,105,17000000,6.2,9808,1,0,0,0,0,0,0,Action
Star Trek IV: The Voyage Home,1986,136,25000000,7.1,11647,0,0,1,0,0,0,0,Comedy
Star Trek V: The Final Frontier,1989,107,27800000,4.8,9215,1,0,0,0,0,0,0,Action
Star Trek VI: The Undiscovered Country,1991,113,30000000,6.9,10367,1,0,0,0,0,0,0,Action
Star Trek the Experience: The Klingon Encounter,1998,4,70000000,7,170,1,0,0,0,0,0,1,Action
Star Trek: First Contact,1996,106,45000000,7.3,25046,1,0,0,0,0,0,0,Action
Star Trek: Generations,1994,118,35000000,6.2,12651,1,0,0,1,0,0,0,Action
Star Trek: Insurrection,1998,103,58000000,6.3,13395,1,0,0,1,0,1,0,Action
Star Trek: Nemesis,2002,116,70000000,6.5,11785,1,0,0,1,0,0,0,Action
Star Trek: The Motion Picture,1979,143,35000000,5.8,10752,0,0,0,0,0,0,0,0
Star Trek: The Wrath of Khan,1982,116,11000000,7.6,16333,1,0,0,0,0,0,0,Action
Star Wars,1977,125,11000000,8.8,134640,1,0,0,0,0,0,0,Action
Star Wars: Episode I - The Phantom Menace,1999,133,115000000,6.4,84488,1,0,0,0,0,0,0,Action
Star Wars: Episode II - Attack of the Clones,2002,120,120000000,7,63889,1,0,0,0,0,0,0,Action
Star Wars: Episode V - The Empire Strikes Back,1980,129,18000000,8.8,103706,1,0,0,0,0,0,0,Action
Star Wars: Episode VI - Return of the Jedi,1983,135,32500000,8.1,82471,1,0,0,0,0,0,0,Action
Star of Midnight,1935,90,280000,7,89,0,0,1,0,0,1,0,Comedy
Star!,1968,120,14000000,6,290,0,0,0,0,0,0,0,0
Star-Crossed,2003,105,2500,8.4,69,0,0,0,0,0,1,0,Romance
Stardust Memories,1980,91,10000000,6.8,2148,0,0,1,1,0,0,0,Comedy
Stargate,1994,130,55000000,6.4,17520,1,0,0,0,0,0,0,Action
Stark Raving Mad,2002,102,5000000,6.2,601,0,0,1,0,0,0,0,Comedy
Starkweather,2004,92,1000000,4.6,89,0,0,0,1,0,0,0,Drama
Starman,1984,115,24000000,6.8,5541,0,0,0,1,0,1,0,Drama
Starship Troopers,1997,129,95000000,6.7,32618,1,0,0,0,0,0,0,Action
Starsky & Hutch,2004,101,60000000,6.3,13529,1,0,1,0,0,0,0,Action
State Fair,1962,118,4500000,5.5,175,0,0,0,0,0,0,0,0
State of the Union,1948,124,2600000,7.2,454,0,0,1,1,0,1,0,Comedy
State's Evidence,2004,89,400000,7,12,0,0,0,1,0,0,0,Drama
"Statement, The",2003,120,23000000,6.1,710,0,0,0,1,0,0,0,Drama
Stateside,2004,97,16000000,5.4,247,0,0,0,1,0,0,0,Drama
"Station Agent, The",2003,88,500000,8.1,7112,0,0,0,1,0,0,0,Drama
Stationery Games,2002,28,2500,6.1,7,0,0,0,0,0,1,1,Romance
Statski sovetnik,2005,208,4000000,7,64,0,0,0,1,0,0,0,Drama
"Steagle, The",1971,87,1850000,4.2,15,0,0,1,0,0,0,0,Comedy
"Steaks, The",2000,107,1000,8.7,10,0,0,1,1,0,1,0,Comedy
Steal Big Steal Little,1995,135,35000000,4.6,263,0,0,1,0,0,0,0,Comedy
Stealing Harvard,2002,82,25000000,4.7,2547,0,0,1,1,0,0,0,Comedy
Steam Cloud Rising,2004,100,25000,6.4,8,0,0,0,1,0,0,0,Drama
Steamboat Willie,1928,8,4986,7.6,386,0,1,1,0,0,0,1,Animation
Steamboy,2004,126,20000000,6.6,529,1,1,0,1,0,0,0,Action
Steaming,1985,102,3000000,5,58,0,0,0,1,0,0,0,Drama
Steel,1997,97,16000000,2.6,1607,1,0,0,0,0,0,0,Action
"Steel Helmet, The",1951,85,103000,7.6,259,0,0,0,1,0,0,0,Drama
Steel Legends: Railroads of the Northeast,2000,60,17500,8.5,48,0,0,0,0,1,0,0,Documentary
Steel Spirit,2002,90,20000,6,8,1,0,0,0,0,0,0,Action
Stella Dallas,1925,110,700000,7.6,12,0,0,0,1,0,0,0,Drama
"Stepford Wives, The",2004,93,90000000,5.3,7773,0,0,1,1,0,0,0,Comedy
Stepmom,1998,124,50000000,6.1,7470,0,0,1,1,0,0,0,Comedy
Stereo,1969,65,3500,4.7,86,0,0,0,0,0,0,0,0
Steven Spielberg's Movie,2001,25,11000,1.7,37,0,0,1,0,0,0,1,Comedy
"Sticky Fingers of Time, The",1997,90,250000,5.5,129,0,0,0,0,0,0,0,0
Stigmata,1999,103,32000000,6,14062,0,0,0,1,0,0,0,Drama
Still Lover,2003,5,1000,7.7,7,0,0,0,1,0,0,1,Drama
"Sting, The",1973,129,5500000,8.4,23678,0,0,1,1,0,0,0,Comedy
Stir of Echoes,1999,99,13000000,7,11433,0,0,0,0,0,0,0,0
Stolen Summer,2002,91,1500000,6.2,801,0,0,0,1,0,0,0,Drama
"Story of Alexander Graham Bell, The",1939,98,1500000,7.2,141,0,0,0,1,0,0,0,Drama
"Story of Dr. Wassell, The",1944,140,2720000,6.7,136,1,0,0,1,0,1,0,Action
"Story of Us, The",1999,95,50000000,5.6,4953,0,0,1,1,0,1,0,Comedy
"Story of Vernon and Irene Castle, The",1939,93,1196000,6.7,248,0,0,0,0,0,1,0,Romance
"Story of a Three-Day Pass, The",1968,87,100000,4.7,104,0,0,0,1,0,0,0,Drama
"Story of the Kelly Gang, The",1906,70,2250,6,13,0,0,0,0,0,0,0,0
Straight Out of Brooklyn,1991,79,450000,5.4,107,0,0,0,1,0,0,0,Drama
"Straight Story, The",1999,112,10000000,8.1,14679,0,0,0,1,0,0,0,Drama
Straight to Hell,1987,86,1000000,4.9,464,0,0,1,0,0,0,0,Comedy
Strange Days,1995,145,42000000,6.9,11869,1,0,0,1,0,0,0,Action
Strange Interlude,1932,109,408000,5.8,97,0,0,0,1,0,0,0,Drama
Strangeland,1998,92,2000000,4.4,1179,0,0,0,0,0,0,0,0
Stranger Than Paradise,1983,89,90000,7.4,2873,0,0,1,1,0,0,0,Comedy
Stranger on the Third Floor,1940,64,171200,6.9,233,0,0,0,1,0,0,0,Drama
Strangers,2004,9,1000,9.7,6,0,0,0,1,0,0,1,Drama
Strangers on a Train,1951,103,1200000,8.3,10624,0,0,0,1,0,0,0,Drama
Straw Dogs,1971,113,3251794,7.4,4755,0,0,0,1,0,0,0,Drama
Street Pirates,1994,94,650000,8.2,111,0,0,0,0,1,0,0,Documentary
Street Scene,1931,80,584000,7.9,146,0,0,0,1,0,0,0,Drama
"Streetcar Named Desire, A",1951,125,1800000,8.1,9623,0,0,0,1,0,0,0,Drama
Streets of Fire,1984,93,14500000,6.2,1860,1,0,0,0,0,1,0,Action
Strike Up the Band,1940,120,838661,6.7,142,0,0,1,0,0,0,0,Comedy
Stripes,1981,106,10000000,6.8,7406,0,0,1,0,0,0,0,Comedy
Striporama,1953,70,40000,7.7,14,0,0,0,0,0,0,0,0
Striptease,1996,117,50000000,3.8,7998,0,0,1,1,0,0,0,Comedy
Stryker's War,1985,84,100000,5.1,146,1,0,0,0,0,0,0,Action
Stuart Little,1999,81,103000000,6,8009,0,0,1,0,0,0,0,Comedy
Stuart Little 2,2002,82,120000000,5.9,2324,0,0,1,0,0,0,0,Comedy
"Student Nurses, The",1970,89,150000,3.4,29,0,0,0,1,0,0,0,Drama
"Student Prince in Old Heidelberg, The",1927,106,1205000,7.9,155,0,0,1,1,0,1,0,Comedy
"Student of Prague, The",2004,9,8000,8.7,7,0,0,0,1,0,0,1,Drama
"Stuff, The",1985,93,1700000,4.9,701,0,0,1,0,0,0,0,Comedy
"Stupids, The",1996,94,25000000,3.7,1503,0,0,1,0,0,0,0,Comedy
Sub Down,1997,93,17000000,4.4,322,0,0,0,1,0,0,0,Drama
Sub terra,2003,105,1200000,7,56,0,0,0,1,0,1,0,Drama
Submarine,1928,93,150000,6.7,17,1,0,0,1,0,0,0,Action
"Subterraneans, The",1960,89,931724,4.7,54,0,0,0,1,0,0,0,Drama
Suburbia,1984,94,1000000,6.8,481,0,0,0,0,0,0,0,0
"Suddenly, Last Summer",1959,114,3000000,7.5,1381,0,0,0,1,0,0,0,Drama
Sugar & Spice,2001,84,11000000,5.3,2901,0,0,1,0,0,0,0,Comedy
Sugar Town,1999,92,250000,5.8,307,0,0,1,0,0,0,0,Comedy
"Sugarland Express, The",1974,110,3000000,6.7,1461,0,0,0,1,0,0,0,Drama
Suicide Inc.,2001,10,8000,3.2,23,0,0,1,0,0,0,1,Comedy
Suicide Kings,1997,106,5000000,7,6117,0,0,1,1,0,0,0,Comedy
Sullivan's Travels,1941,90,689665,8.2,2896,0,0,1,0,0,1,0,Comedy
"Sum of All Fears, The",2002,123,68000000,6.6,15835,1,0,0,1,0,0,0,Action
Sumas y restas,2004,109,1500000,6,12,0,0,0,1,0,0,0,Drama
Summer Catch,2001,105,17000000,4.5,2581,0,0,1,0,0,1,0,Comedy
Summer Holiday,1948,93,2258325,5.7,59,0,0,0,0,0,0,0,0
Summer Solstice,2003,111,300000,2,5,0,0,0,1,0,0,0,Drama
"Summer Sonata, A",2004,30,2000,10,5,0,0,0,1,0,0,1,Drama
Summer of Sam,1999,142,22000000,6.5,8151,0,0,0,1,0,1,0,Drama
Summer's Gone,1999,96,15000,6,5,0,0,0,0,0,0,0,0
Sunday,1997,94,450000,7.1,249,0,0,0,1,0,1,0,Drama
"Sunday Morning Stripper, The",2003,24,22000,7.9,10,0,0,1,0,0,0,1,Comedy
Sunset Blvd.,1950,115,1752000,8.6,16149,0,0,0,1,0,0,0,Drama
"Sunshine Deli and Grocery, The",2000,93,300000,8.3,6,0,0,1,0,0,0,0,Comedy
Sunshine State,2002,141,5600000,7,1481,0,0,0,1,0,0,0,Drama
Super Mario Bros.,1993,104,42000000,3.6,5376,1,0,1,0,0,0,0,Action
Super Size Me,2004,100,300000,7.7,9487,0,0,0,0,1,0,0,Documentary
Super Troopers,2001,100,3000000,6.3,7728,0,0,1,0,0,0,0,Comedy
Superbeast,1972,90,275000,1.5,27,0,0,0,0,0,0,0,0
Supergirl,1984,150,35000000,3.9,2490,1,0,0,0,0,0,0,Action
Superman,1941,10,100000,7.5,148,1,1,0,0,0,0,1,Action
Superman,1978,151,55000000,7.1,17327,1,0,0,0,0,0,0,Action
Superman II,1980,127,54000000,6.5,10085,1,0,0,0,0,0,0,Action
Superstar,1999,81,14000000,4.5,2880,0,0,1,0,0,0,0,Comedy
Superstarlet A.D.,2000,70,16000,5.4,23,1,0,1,0,0,0,0,Action
Supervixens,1975,99,250000,5.8,518,1,0,1,1,0,0,0,Action
Surface Calm,2001,18,15000,5.1,19,0,0,0,1,0,0,1,Drama
Surviving Picasso,1996,125,16000000,6.1,1139,0,0,0,1,0,1,0,Drama
Susan Lenox (Her Fall and Rise),1931,76,580000,6.2,118,0,0,0,1,0,1,0,Drama
Suspect Zero,2004,99,27000000,5.7,1310,0,0,0,1,0,0,0,Drama
Suspended Animation,2001,114,1900000,5.2,82,0,0,0,0,0,0,0,0
Sutter's Gold,1936,94,2000000,5.9,22,0,0,0,0,0,0,0,0
Suzy,1936,93,614000,6.2,146,0,0,0,1,0,0,0,Drama
Svoi,2004,111,2500000,8.4,97,1,0,0,1,0,0,0,Action
Swamp Thing,1982,91,3000000,5,1179,0,0,0,0,0,0,0,0
"Swarm, The",1978,156,21000000,3.8,986,1,0,0,0,0,0,0,Action
Sweepers,1999,93,12500000,3.9,276,1,0,0,0,0,0,0,Action
Sweet Angel Mine,1996,88,5000000,5.3,119,0,0,0,0,0,0,0,0
Sweet Charity,1969,154,20000000,6.8,640,0,0,1,1,0,1,0,Comedy
Sweet Hideaway,2003,96,350000,1.9,13,0,0,1,0,0,0,0,Comedy
Sweet Home Alabama,2002,108,38000000,5.8,9943,0,0,1,1,0,1,0,Comedy
Sweet November,2001,115,40000000,5.5,5458,0,0,1,1,0,1,0,Comedy
Sweet Sweetback's Baad Asssss Song,1971,97,150000,5.3,547,0,0,0,1,0,0,0,Drama
"Sweetest Thing, The",2002,90,43000000,4.7,8284,0,0,1,0,0,1,0,Comedy
Swept Away,2002,89,10000000,3.8,2113,0,0,1,0,0,1,0,Comedy
Swimfan,2002,85,8500000,4.5,3863,0,0,0,1,0,0,0,Drama
Swimming with Sharks,1994,101,700000,7.1,4837,0,0,1,1,0,0,0,Comedy
Swing Time,1936,103,886000,7.7,1135,0,0,1,0,0,1,0,Comedy
